SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,8.85081444,20 Cannan Street (at Colorado Street),Residential District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 2,1023,YES,02126,"1802352000,1802568000,1802356000,1802624000,1802556000,1802570000,1802663000,1802567000,1802576000,1802575000,1802564000,1802573000,1802559000,1802670000,1802637000,1802347000,1802647000,1802646000,1802641000,1802644000,1802638000,1802609000,1802353000,1802614000,1802574000,1802557000,1802610000,1802621000,1802626000,1802571000,1802348000,1802665000,1802666000,1802667000,1802648000,1802645000,1802639000,1802616000,1802640000,1802629000,1802607000,1802615000,1802668000,1802623000,1802583000,1802627000,1802605000,1802601000,1802612000,1802606000,1802669000,1802619000,1802622000,1802602000,1802625000,1802642000,1802620000,1802560000,1802562000,1802572000,1802569000,1802555000,1802563000",0,NA,NA,0.024211555934925,3.908799964e-6,NA
Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52464668,5119 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,020,PARK_Maintenance_Region 4,20,YES,02132,2003044000,0,NA,NA,0.002478829427895,2.31666179e-7,"MULTIPOLYGON (((-71.154795900999943 42.263688478000063, -71.155350982999948 42.264039235000041, -71.155605388999959 42.264239329000077, -71.15568669399994 42.264188598000032, -71.155787227999951 42.264126582000074, -71.155538350999961 42.26390850000007, -71.155006944999968 42.263499644000035, -71.154795900999943 42.263688478000063)))"
Algonquin Square,City of Boston,A97,1,Dorchester,0.03890162,2 Algonquin Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,003,PARK_Maintenance_Region 2,3,YES,02124,ROW,0,NA,NA,7.56136052928e-4,1.7186771e-8,NA
Robert G. Lawson Park,City of Boston,A97,1,Roxbury,0.12211594,1 Atherton Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Egleston Plaza I,BPRD,102,PARK_Maintenance_Region 3,102,YES,02119,"1101279000,1101013000",0,NA,NA,0.001469089932564,5.3966153e-8,"MULTIPOLYGON (((-71.098400264999952 42.316013036000072, -71.098558307999951 42.316011923000076, -71.098564609999983 42.315980695000064, -71.098646234999933 42.315918734000036, -71.09846605499996 42.315763275000052, -71.098400264999952 42.316013036000072)), ((-71.098561608999944 42.315670194000063, -71.098752997999952 42.315836338000054, -71.098819765999963 42.315792268000052, -71.098615409999979 42.315615437000076, -71.098561608999944 42.315670194000063)))"
Hunt Playground II,City of Boston,NA,3,Mattapan,0.18639589,NA,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Almont Park II,PWD,NA,PARK_Maintenance_Region 2,2178,YES,02126,NA,0,NA,NA,0.002041352148132,8.2321332e-8,NA
Golden Stairs Terrace Park II,City of Boston,NA,1,East Boston,0.0758732,NA,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,Golden Stairs,BPWD,NA,PARK_Maintenance_Region 1,2077,YES,02128,ROW,0,NA,NA,0.001648011979138,3.3556106e-8,"MULTIPOLYGON (((-71.033646442999952 42.365169404000028, -71.033683263999933 42.365184950000071, -71.033856926999988 42.364973038000073, -71.033882504999951 42.364945789000046, -71.034020541999951 42.364769681000041, -71.034071777999941 42.364792066000064, -71.03410708499996 42.364744261000055, -71.034067031999939 42.36472477600006, -71.03414956599994 42.364614368000048, -71.034103327999958 42.364603120000027, -71.034005907999983 42.36472393400004, -71.033646442999952 42.365169404000028)))"
Foley Square,City of Boston,A97,1,Hyde Park,0.14070447,635 Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Robert M. Foley Square; Greenwood Squre,BPRD,138,PARK_Maintenance_Region 4,138,YES,02136,ROW,0,NA,NA,9.27351290442e-4,6.2130598e-8,NA
Jones Square,City of Boston,A97,1,Hyde Park,0.04306544,80 Milton Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,340,PARK_Maintenance_Region 4,340,YES,02136,ROW,0,NA,NA,7.42066782091e-4,1.9012918e-8,NA
Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.0081182,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",Private,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,7116,YES,02129,NA,0,NA,NA,0.009249011717012,4.46003615e-7,NA
Roslindale Wetlands Urban Wild,City of Boston,A97/LAND/WPA,6,Roslindale,9.53063274,40 Selwyn Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 4,1024,YES,02131,"2005156000,2005137000,2005162000,2005148000,2005146000,2005157000,2005161000,2005171000,2005163000,2005121100,2005147000,2005159001,2005170000,2005158000,2005145000,2005169000,2005141000,2005143000,2005164000,2005144000,2005151000,2005153000,2005160000,2005154000,2005159000,2005195010,2005195000,2005152000,2005149000,2005155000,2005140000,2005138000,2005150000",0,NA,NA,0.016134162912147,4.210337336e-6,NA
Webster Square,City of Boston,A97,1,Hyde Park,0.05439229,18 Webster Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,315,PARK_Maintenance_Region 4,315,YES,02136,ROW,0,NA,NA,6.24212631955e-4,2.4015428e-8,NA
Wolf Square,City of Boston,A97,1,Roxbury,0.02279556,190 Harold Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Herbert J. Wolf Square, Harold Square",BPRD,327,PARK_Maintenance_Region 5,327,YES,02121,ROW,1920,NA,NA,4.33114157778e-4,1.0073697e-8,NA
Woodworth Square,City of Boston,A97,1,Hyde Park,0.03458102,105 Beacon Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Horace C. Woodworth Square,BPRD,329,PARK_Maintenance_Region 4,329,YES,02136,ROW,0,NA,NA,5.15949705815e-4,1.526778e-8,NA
East Boston Memorial Park II,Massport,CAT Mit/Esment,3,East Boston,1.75879581,143 Porter St,Open Space District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,BPRD,N,X,Mass DOT Park Easement_East Boston Memorial Park,Mass DOT,NA,INFO_Reallocation From Dept,4074,YES,02128,"0104164011,0104164009",0,NA,NA,0.010675361035157,7.77921363e-7,NA
East Boston Memorial Park III,Commonwealth of Massachusetts,CAT Mit,3,East Boston,3.25778375,143 Porter St,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,4016,YES,02128,0104126000,0,NA,NA,0.015870100427721,1.440974057e-6,NA
Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.00973794,NA,Industrial District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,NA,Massport,NA,INFO_Reallocation From Dept,4075,YES,02128,NA,0,NA,NA,2.63242377849e-4,4.307635e-9,"MULTIPOLYGON (((-71.025918180999952 42.37819558700005, -71.025959816999944 42.37814575200008, -71.025899024999944 42.378104612000072, -71.025868444999958 42.37816155400003, -71.025918180999952 42.37819558700005)))"
Bussey Brook Meadow I,City of Boston,A97/WPA,6,Jamaica Plain,24.6765898,255 South Street,Open Space District,Urban Wilds,BPRD,BPRD,X,X,Arnold Arboretum III,BPRD,038,PARK_Maintenance_Region 3,38,YES,02130,"1902824000,1902823000,1902836000",0,NA,NA,0.023933343016379,1.0902255148e-5,NA
Arborway II,Commonwealth of Massachusetts,A97,2,Roslindale,1.0325828,NA,Open Space & Residential Districts,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3068,YES,02130,NA,0,NA,NA,0.014569800825232,4.56219626e-7,NA
Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.29444659,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,Private+BPRD,X,X,Spring House CR,NA,NA,PARK_Maintenance_Region 4,1025,YES,"02130, 02132",2003594000,0,NA,NA,0.007382845860838,2.780982447e-6,"MULTIPOLYGON (((-71.131368969999983 42.300298663000035, -71.13232484599996 42.300653876000069, -71.132595660999982 42.300406654000028, -71.133514225999988 42.300707334000037, -71.134057048999978 42.300275344000056, -71.133935859999951 42.300203655000075, -71.133578027999988 42.299998974000061, -71.132941370999959 42.298922430000061, -71.132807123999953 42.29892587900008, -71.131940198999985 42.298956829000076, -71.131985105999945 42.299373474000049, -71.131368969999983 42.300298663000035)))"
Allandale Woods V,Private,A97/Easmnt/WPA,6,West Roxbury,2.78226971,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds,BCC & TTOR,BPRD,X,X,Snow Place Easement,NA,NA,PARK_Maintenance_Region 4,7122,YES,02132,2003597005,0,NA,NA,0.005408434545601,1.22922042e-6,"MULTIPOLYGON (((-71.132807123999953 42.29892587900008, -71.13216375899998 42.297983700000032, -71.132155899999987 42.297828776000074, -71.132104540999933 42.29775924900008, -71.131793406999975 42.298029819000078, -71.131267460999936 42.298487188000081, -71.13079004399998 42.298902345000045, -71.130675833999987 42.299001654000051, -71.132807123999953 42.29892587900008)))"
Pier Four Harborwalk,Private,Ch91/WPA,1,South Boston,0.08833496,130 Northern Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,7128,YES,02210,NA,0,NA,NA,0.001228336931089,3.9060096e-8,NA
Back Bay Fens,City of Boston,A97/LWCF/UPARR/NRHP/WPA/Ch91,3,Fenway/Longwood,70.10020426,100 Park Drive (Clemente Field House) 125 The Fenway (Emerald Necklace Conservancy) 50 Park Drive (Duck House)  1 Evans Way (Evans Way) Forsyth Way (Roadway)   70 Park Drive (Rose Garden)   35 The Fenway (Mother's Rest) 20 Park Drive (Victory Garden) 89,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Includes Evans Way Park, Forsyth Park, Westland Avenue Gates",BPRD,013,PARK_Maintenance_Region 3,13,YES,"02115, 02215","0504175001,0401705000,0504175000",1877,NA,NA,0.07375840593482,3.0991890635e-5,NA
Riverway I,City of Boston,A97/NRHP/GPOD,3,Fenway/Longwood,17.18592452,440 Park Drive; 300 Park Drive (Sears Parcel),Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"contains Back Bay Yard, ""Sears Lot"" aka ""Sears Rotary""",BPRD,263,PARK_Maintenance_Region 3,263,YES,02215,"0401994002,0401994001,0401965000,0401994000",1890,NA,NA,0.027612761258354,7.597992058e-6,NA
Riverway III,City of Boston,A97/NRHP/GPOD,3,Mission Hill,5.29710722,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,264,PARK_Maintenance_Region 3,264,YES,"02115, 02215","0401965000,1000318000",0,NA,NA,0.013096247448973,2.341646169e-6,NA
Riverway IV,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Mission Hill,1.92234331,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3069,YES,"02115, 02215",NA,0,NA,NA,0.023279353039179,8.49769076e-7,NA
Jamaica Pond Park,City of Boston,A97,3,Jamaica Plain,97.73814064,"345 Jamaica Way
507 Jamaica Way",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Pine Bank,BPRD,163,PARK_Maintenance_Region 3,163,YES,02130,1902186000,0,NA,NA,0.025321472535746,4.3194181696e-5,NA
Charlesgate II,Commonwealth of Massachusetts,A97,2,Fenway/Longwood,1.48764809,Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3070,YES,02215,NA,0,NA,NA,0.008698062821419,6.57750708e-7,NA
Agassiz Road,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,0.60408193,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens,NA,NA,INFO_Reallocation From Dept,3071,YES,02215,NA,0,NA,NA,0.011780294527998,2.67074156e-7,NA
Columbia Road Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.12376027,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,John McCormack Park,NA,NA,INFO_Reallocation From Dept,3072,YES,02125,1303249000,0,NA,NA,0.001017890733271,5.4697027e-8,NA
Boylston Street I,City of Boston,A97,2,Fenway/Longwood,0.61687576,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,DCR,NA,INFO_Reallocation From Dept,2186,YES,02215,NA,0,NA,NA,0.011330152475862,2.72741531e-7,NA
Boylston Street II,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,1.7801521,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,NA,NA,INFO_Reallocation From Dept,3074,YES,"02115, 02215",NA,0,NA,NA,0.022679767117249,7.87076638e-7,NA
The Fenway II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,0.76857452,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway,NA,NA,INFO_Reallocation From Dept,3075,YES,"02115, 02215",NA,0,NA,NA,0.0075927513998640004,3.39805564e-7,NA
Park Drive I,City of Boston,A97/NRHP,2,Fenway/Longwood,5.09503162,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,DCR,NA,INFO_Reallocation From Dept,2187,YES,02215,NA,0,NA,NA,0.060326579479659,2.252569522e-6,NA
Park Drive II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,1.38265979,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Jug Handle,NA,NA,INFO_Reallocation From Dept,3077,YES,02215,NA,0,NA,NA,0.016822276908543,6.11301515e-7,NA
Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Longwood,0.8445281,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X,N,Back Bay Fens,BFD,338,INFO_Reallocation From Dept,338,YES,02215,NA,0,NA,NA,0.004329264861258,3.73384354e-7,NA
Riverway II,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Fenway/Longwood,2.36332067,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,NA,NA,INFO_Reallocation From Dept,3078,YES,02215,NA,0,NA,NA,0.029663690931508,1.044849261e-6,NA
Riverway V,City of Boston,A97/NRHP/GPOD,2,Fenway/Longwood,0.44906556,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,DCR,NA,INFO_Reallocation From Dept,2188,YES,02215,NA,0,NA,NA,0.0039046040664100002,1.98522301e-7,NA
Commonwealth Avenue Mall I,City of Boston,A97/LWCF/NRHP,1,Back Bay/Beacon Hill,10.87118203,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (east of Charlesgate),BPRD,062,PARK_Maintenance_Region 1,62,YES,"02115, 02116, 02215","0503371500,0503575500,0503817500,0502824500,0502875500,0502921500,0502939500,0503391500,0503564500",0,NA,NA,0.047953492084796,4.806909209e-6,NA
Centre Street II,Commonwealth of Massachusetts,A97/100/GPOD,2,Roslindale,0.3393191,NA,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3080,YES,02131,NA,0,NA,NA,0.012216760434237,1.49918261e-7,NA
Centre Street I,Commonwealth of Massachusetts,A97/100/GPOD,2,Jamaica Plain,2.24977353,Centre St fr Murray Circle to Allandale St (NW side) and Bussey St (SE side),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3081,YES,"02130, 02131",NA,0,NA,NA,0.071743147000422,9.94068784e-7,NA
Centre Street IV,Commonwealth of Massachusetts,A97,2,West Roxbury,0.31575416,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3082,YES,"02130, 02132",NA,0,NA,NA,0.010704207317472,1.39505021e-7,NA
Reserved Channel Harborwalk,Private,Ch91,1,South Boston,3.18539865,NA,Industrial District,"Malls, Squares & Plazas",Private,Private,N,X,NA,NA,NA,INFO_Reallocation From Dept,7132,YES,"02210, 02127",NA,0,NA,NA,0.015670408593842,1.408242179e-6,NA
Tunnel Harborwalk,MassDOT,Ch 91/WPA,1,South Boston,0.18410374,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X,NA,NA,NA,INFO_Reallocation From Dept,4078,YES,02210,NA,0,NA,NA,0.001591276744381,8.1401497e-8,"MULTIPOLYGON (((-71.033995976999961 42.348230016000059, -71.033733601999984 42.348122654000065, -71.033383054999945 42.34859971000003, -71.033995976999961 42.348230016000059)))"
Aquarium Harborwalk II,BRA,Ch91/WPA,1,Downtown,0.05082128,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas",NULL,BRA,N,X,NA,NA,NA,INFO_Reallocation From Dept,2190,YES,02110,NA,0,NA,NA,6.79250252474e-4,2.2474324e-8,"MULTIPOLYGON (((-71.050225110999975 42.358460998000055, -71.050314495999942 42.358446750000041, -71.050248513999975 42.358207484000047, -71.050158014999965 42.358221201000049, -71.050225110999975 42.358460998000055)))"
India Wharf Harborwalk,Private,Ch91/WPA,1,Downtown,0.41591293,65-85 East India Row,Special District,"Malls, Squares & Plazas",Private,Private,N,X,Harbor Towers Harborwalk,NA,NA,INFO_Reallocation From Dept,7133,YES,02110,NA,0,NA,NA,0.00424140906843,1.83923481e-7,NA
Rowe's Wharf Harborwalk,Private,Ch91/WPA,1,Downtown,1.25944134,350 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,NA,NA,NA,INFO_Reallocation From Dept,7134,YES,02110,NA,0,NA,NA,0.014955861705998,5.56934767e-7,NA
400R Atlantic Avenue Harborwalk,Private,Ch91/WPA,1,Downtown,0.04594503,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,NA,NA,NA,INFO_Reallocation From Dept,7135,YES,02110,NA,0,NA,NA,9.31828556813e-4,2.0317059e-8,"MULTIPOLYGON (((-71.049914417999958 42.355691492000062, -71.049958839999988 42.355698242000074, -71.050170684999955 42.355342947000054, -71.050125667999964 42.355329900000072, -71.050114791999988 42.355327748000036, -71.049914417999958 42.355691492000062)))"
408 Atlantic Avenue Harborwalk,United States of America,Ch91/WPA,1,Downtown,0.03425756,408 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,NA,NA,NA,INFO_Reallocation From Dept,6005,YES,02110,NA,0,NA,NA,8.70406817387e-4,1.5148611e-8,"MULTIPOLYGON (((-71.050114791999988 42.355327748000036, -71.050125667999964 42.355329900000072, -71.050170684999955 42.355342947000054, -71.050198272999978 42.355280027000049, -71.050255228999958 42.355137682000077, -71.050326240999937 42.355035820000069, -71.050353691999987 42.355008265000038, -71.050330808999945 42.354998600000044, -71.050304799999935 42.355025097000066, -71.050281819999952 42.355029263000063, -71.050114791999988 42.355327748000036)))"
Independence Wharf Harborwalk,Private,Ch91/WPA,1,Downtown,0.17578444,470 Atlantic Avneue,Industrial District,"Malls, Squares & Plazas",Private,Private,N,X,470 Atlantic Avenue Harborwalk,NA,NA,INFO_Reallocation From Dept,7136,YES,02210,NA,0,NA,NA,0.002414246132963,7.7730592e-8,"MULTIPOLYGON (((-71.05113967799997 42.353761828000074, -71.050895912999977 42.354122029000052, -71.051486249999982 42.354574466000031, -71.051576348999959 42.354529883000055, -71.050970709999945 42.354073153000058, -71.051160273999983 42.353780619000077, -71.05113967799997 42.353761828000074)))"
Commercial Wharf Harborwalk,Private,Ch91/WPA,1,Downtown,0.19451547,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas",Private,Private,N,X,NA,NA,NA,INFO_Reallocation From Dept,7137,YES,02110,NA,0,NA,NA,0.003958762297639,8.6023436e-8,NA
Nancy Kafka Reserve,Private,A97/CR,6,Roxbury,0.71482504,140 Highland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N,140 Highland Street Reserve,BCC,NA,INFO_Reallocation From Dept,1026,YES,02119,NA,0,NA,NA,0.00364389229718,3.15944448e-7,NA
Brighton Common,City of Boston,A97,1,Allston-Brighton,0.50666008,30 Chestnut Hill Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Brighton Square, Wilson Square",BPRD,032,PARK_Maintenance_Region 4,32,YES,02135,2205512000,0,NA,NA,0.001959178138349,2.24018702e-7,NA
