Station Name,Measurement Timestamp 1,Measurement Timestamp 2,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
63rd Street Weather Station,2017-07-25T00:00:00Z,12:00:00 PM,23.5,18.1,59,0.0,0.00,374.2,0,140,1.0,2.3,1001.1,832,357,11.9,07/25/2017 12:00 PM,63rdStreetWeatherStation201707251200
63rd Street Weather Station,2017-07-25T00:00:00Z,01:00:00 PM,23.3,19.2,68,0.0,0.00,374.2,0,116,2.3,3.4,1000.4,861,355,12.0,07/25/2017 1:00 PM,63rdStreetWeatherStation201707251300
63rd Street Weather Station,2017-07-25T00:00:00Z,02:00:00 PM,23.6,18.8,63,0.0,0.00,374.2,0,111,2.7,3.7,1000.1,834,354,11.9,07/25/2017 2:00 PM,63rdStreetWeatherStation201707251400
63rd Street Weather Station,2017-07-25T00:00:00Z,03:00:00 PM,24.0,19.5,66,0.0,0.00,374.2,0,99,3.8,6.3,999.9,772,354,11.9,07/25/2017 3:00 PM,63rdStreetWeatherStation201707251500
63rd Street Weather Station,2017-07-25T00:00:00Z,04:00:00 PM,24.6,19.9,66,0.0,0.00,374.2,0,83,2.9,4.7,999.7,520,354,11.9,07/25/2017 4:00 PM,63rdStreetWeatherStation201707251600
63rd Street Weather Station,2017-07-25T00:00:00Z,05:00:00 PM,24.1,19.4,65,0.0,0.00,374.2,0,99,3.3,6.2,998.8,359,355,11.9,07/25/2017 5:00 PM,63rdStreetWeatherStation201707251700
63rd Street Weather Station,2017-07-25T00:00:00Z,06:00:00 PM,23.6,19.6,69,0.0,0.00,374.2,0,109,2.8,4.6,998.1,192,355,12.0,07/25/2017 6:00 PM,63rdStreetWeatherStation201707251800
63rd Street Weather Station,2017-07-25T00:00:00Z,07:00:00 PM,25.2,18.6,53,0.0,0.00,374.2,0,166,3.8,6.7,997.9,81,354,12.0,07/25/2017 7:00 PM,63rdStreetWeatherStation201707251900
63rd Street Weather Station,2017-07-25T00:00:00Z,08:00:00 PM,24.8,18.3,53,0.0,0.00,374.2,0,168,3.9,6.8,997.9,25,355,12.0,07/25/2017 8:00 PM,63rdStreetWeatherStation201707252000
63rd Street Weather Station,2017-07-25T00:00:00Z,09:00:00 PM,24.2,18.0,55,0.0,0.00,374.2,0,179,1.8,2.8,998.9,0,355,11.9,07/25/2017 9:00 PM,63rdStreetWeatherStation201707252100
63rd Street Weather Station,2017-07-25T00:00:00Z,10:00:00 PM,23.6,17.8,57,0.0,0.00,374.2,0,176,1.6,3.8,999.1,0,355,12.0,07/25/2017 10:00 PM,63rdStreetWeatherStation201707252200
63rd Street Weather Station,2017-07-25T00:00:00Z,11:00:00 PM,23.2,18.0,61,0.0,0.00,374.2,0,173,2.5,3.5,998.5,0,354,11.9,07/25/2017 11:00 PM,63rdStreetWeatherStation201707252300
63rd Street Weather Station,2017-07-25T00:00:00Z,12:00:00 AM,21.3,18.8,80,0.0,0.00,374.2,0,76,4.4,5.6,997.6,0,355,12.0,07/25/2017 12:00 AM,63rdStreetWeatherStation201707252400
63rd Street Weather Station,2017-07-26T00:00:00Z,01:00:00 AM,22.4,18.0,66,0.0,0.00,374.2,0,173,2.5,3.7,997.7,0,354,11.9,07/26/2017 1:00 AM,63rdStreetWeatherStation201707260100
63rd Street Weather Station,2017-07-26T00:00:00Z,02:00:00 AM,21.9,18.2,70,0.0,0.00,374.2,0,200,2.3,3.9,998.3,0,355,12.0,07/26/2017 2:00 AM,63rdStreetWeatherStation201707260200
63rd Street Weather Station,2017-07-26T00:00:00Z,03:00:00 AM,21.4,18.1,73,0.0,0.00,374.2,0,197,2.6,5.1,997.8,0,355,11.9,07/26/2017 3:00 AM,63rdStreetWeatherStation201707260300
63rd Street Weather Station,2017-07-26T00:00:00Z,04:00:00 AM,21.0,18.1,77,0.0,0.00,374.2,0,195,1.6,3.2,997.7,0,355,11.9,07/26/2017 4:00 AM,63rdStreetWeatherStation201707260400
63rd Street Weather Station,2017-07-26T00:00:00Z,05:00:00 AM,20.5,17.9,78,0.0,0.00,374.2,0,207,2.3,4.4,997.2,0,355,11.9,07/26/2017 5:00 AM,63rdStreetWeatherStation201707260500
63rd Street Weather Station,2017-07-26T00:00:00Z,06:00:00 AM,20.4,18.1,80,0.0,0.00,374.2,0,206,2.8,5.3,997.0,12,356,11.9,07/26/2017 6:00 AM,63rdStreetWeatherStation201707260600
63rd Street Weather Station,2017-07-26T00:00:00Z,07:00:00 AM,20.7,18.3,80,0.0,0.00,374.2,0,208,2.7,5.7,996.9,52,354,11.9,07/26/2017 7:00 AM,63rdStreetWeatherStation201707260700
63rd Street Weather Station,2017-07-26T00:00:00Z,08:00:00 AM,22.1,18.9,75,0.0,0.00,374.2,0,227,3.1,4.6,996.9,337,356,12.0,07/26/2017 8:00 AM,63rdStreetWeatherStation201707260800
63rd Street Weather Station,2017-07-26T00:00:00Z,09:00:00 AM,23.1,19.6,72,0.0,0.00,374.2,0,229,1.9,3.4,996.8,357,355,11.9,07/26/2017 9:00 AM,63rdStreetWeatherStation201707260900
63rd Street Weather Station,2017-07-26T00:00:00Z,10:00:00 AM,25.3,21.0,69,0.0,0.00,374.2,0,251,3.5,5.2,996.6,525,354,11.9,07/26/2017 10:00 AM,63rdStreetWeatherStation201707261000
63rd Street Weather Station,2017-07-26T00:00:00Z,11:00:00 AM,26.5,22.0,68,0.0,0.00,374.2,0,244,3.5,6.0,996.2,857,355,11.9,07/26/2017 11:00 AM,63rdStreetWeatherStation201707261100
63rd Street Weather Station,2017-07-26T00:00:00Z,12:00:00 PM,27.5,22.8,67,0.0,0.00,374.2,0,235,2.2,4.8,995.8,838,355,11.8,07/26/2017 12:00 PM,63rdStreetWeatherStation201707261200
63rd Street Weather Station,2017-07-26T00:00:00Z,01:00:00 PM,28.2,23.1,65,0.0,0.00,374.2,0,247,3.6,4.7,995.1,599,355,11.9,07/26/2017 1:00 PM,63rdStreetWeatherStation201707261300
63rd Street Weather Station,2017-07-26T00:00:00Z,02:00:00 PM,28.9,23.6,64,0.0,0.00,374.2,0,236,2.7,4.8,995.0,484,355,11.9,07/26/2017 2:00 PM,63rdStreetWeatherStation201707261400
63rd Street Weather Station,2017-07-26T00:00:00Z,03:00:00 PM,28.8,23.5,65,0.0,0.00,374.2,0,201,2.3,4.5,994.4,314,354,12.0,07/26/2017 3:00 PM,63rdStreetWeatherStation201707261500
63rd Street Weather Station,2017-07-26T00:00:00Z,04:00:00 PM,28.9,23.4,64,0.0,0.00,374.2,0,250,2.4,5.4,994.1,186,355,12.0,07/26/2017 4:00 PM,63rdStreetWeatherStation201707261600
63rd Street Weather Station,2017-07-26T00:00:00Z,05:00:00 PM,28.3,23.4,66,0.0,0.00,374.2,0,228,1.9,4.0,993.6,135,354,11.9,07/26/2017 5:00 PM,63rdStreetWeatherStation201707261700
63rd Street Weather Station,2017-07-26T00:00:00Z,06:00:00 PM,28.2,23.3,67,0.0,0.00,374.2,0,227,2.3,3.1,992.9,84,356,11.9,07/26/2017 6:00 PM,63rdStreetWeatherStation201707261800
63rd Street Weather Station,2017-07-26T00:00:00Z,07:00:00 PM,27.6,23.8,73,0.0,0.00,374.2,0,195,2.8,5.0,992.7,46,354,11.9,07/26/2017 7:00 PM,63rdStreetWeatherStation201707261900
63rd Street Weather Station,2017-07-26T00:00:00Z,08:00:00 PM,27.2,23.5,74,0.0,0.00,374.2,0,205,1.5,3.5,993.3,2,355,12.0,07/26/2017 8:00 PM,63rdStreetWeatherStation201707262000
63rd Street Weather Station,2017-07-26T00:00:00Z,09:00:00 PM,26.8,23.6,76,0.0,0.00,374.2,0,164,1.3,2.3,993.1,0,355,11.9,07/26/2017 9:00 PM,63rdStreetWeatherStation201707262100
63rd Street Weather Station,2017-07-26T00:00:00Z,10:00:00 PM,26.4,23.6,79,0.0,0.00,374.2,0,171,2.0,4.6,992.9,0,355,12.0,07/26/2017 10:00 PM,63rdStreetWeatherStation201707262200
63rd Street Weather Station,2017-07-26T00:00:00Z,11:00:00 PM,26.0,23.3,80,0.0,0.00,374.2,0,187,1.8,4.2,992.8,0,355,12.0,07/26/2017 11:00 PM,63rdStreetWeatherStation201707262300
63rd Street Weather Station,2017-07-26T00:00:00Z,12:00:00 AM,22.7,18.2,65,0.0,0.00,374.2,0,187,2.6,4.8,997.9,0,354,11.9,07/26/2017 12:00 AM,63rdStreetWeatherStation201707262400
63rd Street Weather Station,2017-07-27T00:00:00Z,01:00:00 AM,24.6,23.4,90,0.6,1.80,376.0,60,181,2.0,4.0,991.9,0,355,11.9,07/27/2017 1:00 AM,63rdStreetWeatherStation201707270100
63rd Street Weather Station,2017-07-27T00:00:00Z,02:00:00 AM,23.7,23.1,95,0.0,0.20,376.2,0,164,0.5,1.2,990.6,0,354,11.9,07/27/2017 2:00 AM,63rdStreetWeatherStation201707270200
63rd Street Weather Station,2017-07-27T00:00:00Z,03:00:00 AM,23.7,23.2,96,0.0,0.00,376.2,0,250,2.1,2.9,990.5,0,355,11.9,07/27/2017 3:00 AM,63rdStreetWeatherStation201707270300
63rd Street Weather Station,2017-07-27T00:00:00Z,04:00:00 AM,23.3,23.0,98,0.0,0.00,376.2,0,250,1.5,2.7,990.7,0,355,11.9,07/27/2017 4:00 AM,63rdStreetWeatherStation201707270400
63rd Street Weather Station,2017-07-27T00:00:00Z,05:00:00 AM,23.5,23.2,97,0.0,0.00,376.2,0,282,1.2,2.0,991.4,0,356,12.0,07/27/2017 5:00 AM,63rdStreetWeatherStation201707270500
63rd Street Weather Station,2017-07-27T00:00:00Z,06:00:00 AM,24.0,22.9,91,0.0,0.00,376.2,0,5,3.3,6.7,991.3,7,355,11.9,07/27/2017 6:00 AM,63rdStreetWeatherStation201707270600
63rd Street Weather Station,2017-07-27T00:00:00Z,07:00:00 AM,23.6,23.0,95,0.0,0.00,376.2,0,8,2.8,5.0,991.0,124,355,11.9,07/27/2017 7:00 AM,63rdStreetWeatherStation201707270700
63rd Street Weather Station,2017-07-27T00:00:00Z,08:00:00 AM,24.4,23.0,89,0.0,0.00,376.2,0,5,2.5,4.9,991.3,260,355,11.9,07/27/2017 8:00 AM,63rdStreetWeatherStation201707270800
63rd Street Weather Station,2017-07-27T00:00:00Z,09:00:00 AM,23.6,22.8,94,0.0,0.00,376.2,0,6,4.3,6.7,991.5,246,355,11.9,07/27/2017 9:00 AM,63rdStreetWeatherStation201707270900
63rd Street Weather Station,2017-07-27T00:00:00Z,10:00:00 AM,23.6,22.9,95,0.0,0.00,376.2,0,11,4.3,7.7,991.7,445,355,11.9,07/27/2017 10:00 AM,63rdStreetWeatherStation201707271000
63rd Street Weather Station,2017-07-27T00:00:00Z,11:00:00 AM,23.6,22.9,94,0.0,0.00,376.2,0,10,4.7,8.1,991.9,815,355,11.9,07/27/2017 11:00 AM,63rdStreetWeatherStation201707271100
63rd Street Weather Station,2017-07-27T00:00:00Z,12:00:00 PM,23.2,22.5,94,0.0,0.00,376.2,0,12,6.7,10.0,992.3,541,355,12.0,07/27/2017 12:00 PM,63rdStreetWeatherStation201707271200
63rd Street Weather Station,2017-07-27T00:00:00Z,01:00:00 PM,23.4,22.4,92,0.0,0.00,376.2,0,12,5.8,10.3,991.9,717,355,12.0,07/27/2017 1:00 PM,63rdStreetWeatherStation201707271300
63rd Street Weather Station,2017-07-27T00:00:00Z,02:00:00 PM,22.9,22.0,92,0.0,0.00,376.2,0,13,6.2,10.1,991.9,429,355,12.0,07/27/2017 2:00 PM,63rdStreetWeatherStation201707271400
63rd Street Weather Station,2017-07-27T00:00:00Z,03:00:00 PM,22.8,21.9,93,0.0,0.00,376.2,0,8,6.3,10.4,991.6,316,355,11.9,07/27/2017 3:00 PM,63rdStreetWeatherStation201707271500
63rd Street Weather Station,2017-07-27T00:00:00Z,04:00:00 PM,22.9,21.4,87,0.0,0.00,376.2,0,9,6.8,10.8,991.5,620,354,12.0,07/27/2017 4:00 PM,63rdStreetWeatherStation201707271600
63rd Street Weather Station,2017-07-27T00:00:00Z,05:00:00 PM,23.0,21.4,87,0.0,0.00,376.2,0,14,7.1,11.2,991.6,477,354,12.0,07/27/2017 5:00 PM,63rdStreetWeatherStation201707271700
63rd Street Weather Station,2017-07-27T00:00:00Z,06:00:00 PM,23.0,21.1,85,0.0,0.00,376.2,0,14,7.4,11.0,991.4,315,353,11.9,07/27/2017 6:00 PM,63rdStreetWeatherStation201707271800
63rd Street Weather Station,2017-07-27T00:00:00Z,07:00:00 PM,22.6,20.9,86,0.0,0.00,376.2,0,15,9.7,13.1,991.7,152,354,12.0,07/27/2017 7:00 PM,63rdStreetWeatherStation201707271900
63rd Street Weather Station,2017-07-27T00:00:00Z,08:00:00 PM,22.4,20.7,86,0.0,0.00,376.2,0,13,7.4,11.8,991.7,13,354,11.9,07/27/2017 8:00 PM,63rdStreetWeatherStation201707272000
63rd Street Weather Station,2017-07-27T00:00:00Z,09:00:00 PM,22.4,20.4,84,0.0,0.00,376.2,0,12,6.7,10.3,991.5,0,355,12.0,07/27/2017 9:00 PM,63rdStreetWeatherStation201707272100
63rd Street Weather Station,2017-07-27T00:00:00Z,10:00:00 PM,22.5,20.5,84,0.0,0.00,376.2,0,11,6.7,11.3,991.4,0,354,11.9,07/27/2017 10:00 PM,63rdStreetWeatherStation201707272200
63rd Street Weather Station,2017-07-27T00:00:00Z,11:00:00 PM,22.6,20.6,84,0.0,0.00,376.2,0,6,4.9,9.3,991.2,0,354,11.9,07/27/2017 11:00 PM,63rdStreetWeatherStation201707272300
63rd Street Weather Station,2017-07-27T00:00:00Z,12:00:00 AM,25.1,23.0,84,0.6,0.00,374.2,60,0,0.0,0.3,992.1,0,355,11.9,07/27/2017 12:00 AM,63rdStreetWeatherStation201707272400
63rd Street Weather Station,2017-07-28T00:00:00Z,01:00:00 AM,22.8,21.7,90,0.0,0.00,376.2,0,11,4.5,7.5,991.3,0,355,11.8,07/28/2017 1:00 AM,63rdStreetWeatherStation201707280100
63rd Street Weather Station,2017-07-28T00:00:00Z,02:00:00 AM,22.8,21.4,88,0.0,0.00,376.2,0,7,4.7,7.9,991.2,0,354,11.9,07/28/2017 2:00 AM,63rdStreetWeatherStation201707280200
63rd Street Weather Station,2017-07-28T00:00:00Z,03:00:00 AM,22.4,21.4,91,0.0,0.00,376.2,0,11,5.7,9.3,991.4,0,355,12.0,07/28/2017 3:00 AM,63rdStreetWeatherStation201707280300
63rd Street Weather Station,2017-07-28T00:00:00Z,04:00:00 AM,22.4,21.6,93,0.0,0.00,376.2,0,12,6.3,9.7,991.1,0,355,11.9,07/28/2017 4:00 AM,63rdStreetWeatherStation201707280400
63rd Street Weather Station,2017-07-28T00:00:00Z,05:00:00 AM,22.8,20.9,85,0.0,0.00,376.2,0,63,2.6,4.7,991.5,0,355,11.9,07/28/2017 5:00 AM,63rdStreetWeatherStation201707280500
63rd Street Weather Station,2017-07-28T00:00:00Z,06:00:00 AM,22.5,20.7,85,0.0,0.00,376.2,0,66,5.4,8.2,991.5,14,355,11.9,07/28/2017 6:00 AM,63rdStreetWeatherStation201707280600
63rd Street Weather Station,2017-07-28T00:00:00Z,07:00:00 AM,22.8,20.6,83,0.0,0.00,376.2,0,61,2.7,7.1,992.4,80,355,11.9,07/28/2017 7:00 AM,63rdStreetWeatherStation201707280700
63rd Street Weather Station,2017-07-28T00:00:00Z,08:00:00 AM,22.2,19.9,81,0.0,0.00,376.2,0,42,5.2,9.1,992.9,197,355,12.0,07/28/2017 8:00 AM,63rdStreetWeatherStation201707280800
63rd Street Weather Station,2017-07-28T00:00:00Z,09:00:00 AM,22.1,20.1,83,0.0,0.00,376.2,0,62,3.7,6.4,993.2,449,355,12.0,07/28/2017 9:00 AM,63rdStreetWeatherStation201707280900
63rd Street Weather Station,2017-07-28T00:00:00Z,10:00:00 AM,22.1,19.7,80,0.0,0.00,376.2,0,51,3.0,6.5,993.4,622,355,12.0,07/28/2017 10:00 AM,63rdStreetWeatherStation201707281000
63rd Street Weather Station,2017-07-28T00:00:00Z,11:00:00 AM,22.1,19.3,78,0.0,0.00,376.2,0,57,2.0,5.1,993.9,730,355,12.0,07/28/2017 11:00 AM,63rdStreetWeatherStation201707281100
63rd Street Weather Station,2017-07-28T00:00:00Z,12:00:00 PM,22.2,19.7,79,0.0,0.00,376.2,0,42,4.0,8.6,993.7,805,355,11.9,07/28/2017 12:00 PM,63rdStreetWeatherStation201707281200
63rd Street Weather Station,2017-07-28T00:00:00Z,01:00:00 PM,22.2,19.8,81,0.0,0.00,376.2,0,34,7.6,10.8,993.7,649,354,12.0,07/28/2017 1:00 PM,63rdStreetWeatherStation201707281300
63rd Street Weather Station,2017-07-28T00:00:00Z,02:00:00 PM,22.8,20.6,83,0.0,0.00,376.2,0,21,5.7,9.4,993.7,821,354,12.0,07/28/2017 2:00 PM,63rdStreetWeatherStation201707281400
63rd Street Weather Station,2017-07-28T00:00:00Z,03:00:00 PM,22.5,20.6,84,0.0,0.00,376.2,0,15,9.8,13.1,993.4,752,354,11.9,07/28/2017 3:00 PM,63rdStreetWeatherStation201707281500
63rd Street Weather Station,2017-07-28T00:00:00Z,04:00:00 PM,22.3,20.6,86,0.0,0.00,376.2,0,16,9.2,13.2,993.5,635,353,12.0,07/28/2017 4:00 PM,63rdStreetWeatherStation201707281600
63rd Street Weather Station,2017-07-28T00:00:00Z,05:00:00 PM,22.7,20.2,80,0.0,0.00,376.2,0,11,7.2,11.4,993.6,488,353,11.9,07/28/2017 5:00 PM,63rdStreetWeatherStation201707281700
63rd Street Weather Station,2017-07-28T00:00:00Z,06:00:00 PM,22.5,20.3,82,0.0,0.00,376.2,0,13,7.8,11.7,993.4,318,354,11.9,07/28/2017 6:00 PM,63rdStreetWeatherStation201707281800
63rd Street Weather Station,2017-07-28T00:00:00Z,07:00:00 PM,22.7,20.1,79,0.0,0.00,376.2,0,25,7.5,12.0,993.7,148,355,12.0,07/28/2017 7:00 PM,63rdStreetWeatherStation201707281900
63rd Street Weather Station,2017-07-28T00:00:00Z,08:00:00 PM,22.5,19.4,75,0.0,0.00,376.2,0,22,6.2,11.2,993.8,9,354,11.9,07/28/2017 8:00 PM,63rdStreetWeatherStation201707282000
63rd Street Weather Station,2017-07-28T00:00:00Z,09:00:00 PM,22.5,20.0,80,0.0,0.00,376.2,0,27,6.8,10.4,993.9,0,355,11.9,07/28/2017 9:00 PM,63rdStreetWeatherStation201707282100
63rd Street Weather Station,2017-07-28T00:00:00Z,10:00:00 PM,22.3,20.3,83,0.0,0.00,376.2,0,17,7.0,9.7,994.1,0,354,12.0,07/28/2017 10:00 PM,63rdStreetWeatherStation201707282200
63rd Street Weather Station,2017-07-28T00:00:00Z,11:00:00 PM,22.3,20.5,85,0.0,0.00,376.2,0,21,5.5,7.9,994.3,0,354,12.0,07/28/2017 11:00 PM,63rdStreetWeatherStation201707282300
63rd Street Weather Station,2017-07-28T00:00:00Z,12:00:00 AM,22.7,21.1,87,0.0,0.00,376.2,0,11,4.1,8.1,991.2,0,355,11.9,07/28/2017 12:00 AM,63rdStreetWeatherStation201707282400
63rd Street Weather Station,2017-07-29T00:00:00Z,01:00:00 AM,22.1,17.9,66,0.0,0.00,376.2,0,87,5.8,9.5,994.7,0,355,11.9,07/29/2017 1:00 AM,63rdStreetWeatherStation201707290100
63rd Street Weather Station,2017-07-29T00:00:00Z,02:00:00 AM,21.7,15.7,53,0.0,0.00,376.2,0,77,8.1,9.4,995.0,0,355,11.9,07/29/2017 2:00 AM,63rdStreetWeatherStation201707290200
63rd Street Weather Station,2017-07-29T00:00:00Z,03:00:00 AM,20.8,15.6,59,0.0,0.00,376.2,0,81,6.3,8.8,995.5,0,354,11.9,07/29/2017 3:00 AM,63rdStreetWeatherStation201707290300
63rd Street Weather Station,2017-07-29T00:00:00Z,04:00:00 AM,19.9,15.7,65,0.0,0.00,376.2,0,82,5.4,8.0,995.7,1,355,11.9,07/29/2017 4:00 AM,63rdStreetWeatherStation201707290400
63rd Street Weather Station,2017-07-29T00:00:00Z,05:00:00 AM,19.5,15.7,68,0.0,0.00,376.2,0,78,6.1,8.4,996.2,1,354,11.9,07/29/2017 5:00 AM,63rdStreetWeatherStation201707290500
63rd Street Weather Station,2017-07-29T00:00:00Z,06:00:00 AM,19.8,16.0,68,0.0,0.00,376.2,0,76,7.5,9.6,996.7,11,355,11.9,07/29/2017 6:00 AM,63rdStreetWeatherStation201707290600
63rd Street Weather Station,2017-07-29T00:00:00Z,07:00:00 AM,20.3,16.1,65,0.0,0.00,376.2,0,74,8.8,10.5,997.2,139,356,12.0,07/29/2017 7:00 AM,63rdStreetWeatherStation201707290700
63rd Street Weather Station,2017-07-29T00:00:00Z,08:00:00 AM,20.6,16.6,67,0.0,0.00,376.2,0,81,7.3,10.4,997.8,302,356,11.9,07/29/2017 8:00 AM,63rdStreetWeatherStation201707290800
63rd Street Weather Station,2017-07-29T00:00:00Z,09:00:00 AM,20.8,16.9,68,0.0,0.00,376.2,0,77,8.1,9.7,998.5,475,356,11.9,07/29/2017 9:00 AM,63rdStreetWeatherStation201707290900
63rd Street Weather Station,2017-07-29T00:00:00Z,10:00:00 AM,21.3,17.0,65,0.0,0.00,376.2,0,77,7.5,9.1,998.5,626,356,11.9,07/29/2017 10:00 AM,63rdStreetWeatherStation201707291000
63rd Street Weather Station,2017-07-29T00:00:00Z,11:00:00 AM,21.7,16.9,62,0.0,0.00,376.2,0,74,7.4,9.2,998.7,745,355,12.0,07/29/2017 11:00 AM,63rdStreetWeatherStation201707291100
63rd Street Weather Station,2017-07-29T00:00:00Z,12:00:00 PM,21.8,17.1,62,0.0,0.00,376.2,0,65,3.1,5.9,998.8,821,355,11.8,07/29/2017 12:00 PM,63rdStreetWeatherStation201707291200
63rd Street Weather Station,2017-07-29T00:00:00Z,01:00:00 PM,22.0,17.5,64,0.0,0.00,376.2,0,48,3.5,6.9,998.6,854,354,11.9,07/29/2017 1:00 PM,63rdStreetWeatherStation201707291300
63rd Street Weather Station,2017-07-29T00:00:00Z,02:00:00 PM,22.9,18.4,65,0.0,0.00,376.2,0,25,4.1,8.4,998.3,834,354,12.0,07/29/2017 2:00 PM,63rdStreetWeatherStation201707291400
63rd Street Weather Station,2017-07-29T00:00:00Z,03:00:00 PM,22.5,19.0,72,0.0,0.00,376.2,0,14,7.2,9.7,998.4,757,354,11.9,07/29/2017 3:00 PM,63rdStreetWeatherStation201707291500
63rd Street Weather Station,2017-07-29T00:00:00Z,04:00:00 PM,22.6,19.6,76,0.0,0.00,376.2,0,18,5.6,8.9,998.2,640,353,11.9,07/29/2017 4:00 PM,63rdStreetWeatherStation201707291600
63rd Street Weather Station,2017-07-29T00:00:00Z,05:00:00 PM,22.5,19.2,73,0.0,0.00,376.2,0,14,5.9,9.2,998.1,491,353,11.9,07/29/2017 5:00 PM,63rdStreetWeatherStation201707291700
63rd Street Weather Station,2017-07-29T00:00:00Z,06:00:00 PM,22.4,19.8,79,0.0,0.00,376.2,0,15,5.0,8.1,998.0,319,353,11.9,07/29/2017 6:00 PM,63rdStreetWeatherStation201707291800
63rd Street Weather Station,2017-07-29T00:00:00Z,07:00:00 PM,22.4,19.3,75,0.0,0.00,376.2,0,27,6.1,8.8,997.9,152,354,12.0,07/29/2017 7:00 PM,63rdStreetWeatherStation201707291900
63rd Street Weather Station,2017-07-29T00:00:00Z,08:00:00 PM,22.1,19.0,75,0.0,0.00,376.2,0,21,5.2,9.2,997.8,8,355,12.0,07/29/2017 8:00 PM,63rdStreetWeatherStation201707292000
63rd Street Weather Station,2017-07-29T00:00:00Z,09:00:00 PM,22.2,19.1,74,0.0,0.00,376.2,0,30,4.9,7.8,997.8,0,354,12.0,07/29/2017 9:00 PM,63rdStreetWeatherStation201707292100
63rd Street Weather Station,2017-07-29T00:00:00Z,10:00:00 PM,22.4,19.2,75,0.0,0.00,376.2,0,60,2.1,4.0,998.1,0,354,11.9,07/29/2017 10:00 PM,63rdStreetWeatherStation201707292200
63rd Street Weather Station,2017-07-29T00:00:00Z,11:00:00 PM,22.5,19.3,75,0.0,0.00,376.2,0,48,2.5,5.7,998.2,0,354,11.9,07/29/2017 11:00 PM,63rdStreetWeatherStation201707292300
63rd Street Weather Station,2017-07-29T00:00:00Z,12:00:00 AM,23.2,18.4,64,0.0,0.00,376.2,0,99,4.2,7.4,994.4,0,355,12.0,07/29/2017 12:00 AM,63rdStreetWeatherStation201707292400
63rd Street Weather Station,2017-07-30T00:00:00Z,01:00:00 AM,22.5,19.2,73,0.0,0.00,376.2,0,25,2.8,4.1,998.8,0,355,11.9,07/30/2017 1:00 AM,63rdStreetWeatherStation201707300100
63rd Street Weather Station,2017-07-30T00:00:00Z,03:00:00 AM,21.2,18.6,78,0.0,0.00,376.2,0,329,0.7,1.6,999.1,0,355,12.0,07/30/2017 3:00 AM,63rdStreetWeatherStation201707300300
63rd Street Weather Station,2017-07-30T00:00:00Z,04:00:00 AM,21.1,18.4,77,0.0,0.00,376.2,0,336,1.3,2.1,999.4,0,354,11.9,07/30/2017 4:00 AM,63rdStreetWeatherStation201707300400
63rd Street Weather Station,2017-07-30T00:00:00Z,05:00:00 AM,21.9,19.6,81,0.0,0.00,376.2,0,10,3.0,5.0,999.6,0,355,11.9,07/30/2017 5:00 AM,63rdStreetWeatherStation201707300500
63rd Street Weather Station,2017-07-30T00:00:00Z,06:00:00 AM,21.7,20.0,86,0.0,0.00,376.2,0,9,2.9,5.5,1000.0,9,354,11.9,07/30/2017 6:00 AM,63rdStreetWeatherStation201707300600
63rd Street Weather Station,2017-07-30T00:00:00Z,07:00:00 AM,21.8,20.5,88,0.0,0.00,376.2,0,9,2.9,4.3,1000.2,128,356,11.9,07/30/2017 7:00 AM,63rdStreetWeatherStation201707300700
63rd Street Weather Station,2017-07-30T00:00:00Z,08:00:00 AM,22.0,20.8,90,0.0,0.00,376.2,0,8,3.1,5.7,1000.4,284,356,12.0,07/30/2017 8:00 AM,63rdStreetWeatherStation201707300800
63rd Street Weather Station,2017-07-30T00:00:00Z,09:00:00 AM,22.5,21.2,89,0.0,0.00,376.2,0,10,3.5,5.0,1000.5,452,356,12.0,07/30/2017 9:00 AM,63rdStreetWeatherStation201707300900
63rd Street Weather Station,2017-07-30T00:00:00Z,10:00:00 AM,22.8,21.5,89,0.0,0.00,376.2,0,20,2.9,4.6,1000.7,603,356,12.0,07/30/2017 10:00 AM,63rdStreetWeatherStation201707301000
63rd Street Weather Station,2017-07-30T00:00:00Z,11:00:00 AM,23.6,21.5,83,0.0,0.00,376.2,0,70,1.9,2.8,1000.8,732,355,11.9,07/30/2017 11:00 AM,63rdStreetWeatherStation201707301100
63rd Street Weather Station,2017-07-30T00:00:00Z,12:00:00 PM,22.9,20.6,81,0.0,0.00,376.2,0,54,1.4,3.1,1000.8,910,355,12.0,07/30/2017 12:00 PM,63rdStreetWeatherStation201707301200
63rd Street Weather Station,2017-07-30T00:00:00Z,01:00:00 PM,23.3,20.9,81,0.0,0.00,376.2,0,54,2.0,3.7,1001.0,251,354,12.0,07/30/2017 1:00 PM,63rdStreetWeatherStation201707301300
63rd Street Weather Station,2017-07-30T00:00:00Z,02:00:00 PM,23.3,20.7,79,0.0,0.00,376.2,0,41,2.7,4.8,1001.0,809,354,12.0,07/30/2017 2:00 PM,63rdStreetWeatherStation201707301400
63rd Street Weather Station,2017-07-30T00:00:00Z,03:00:00 PM,23.5,20.9,80,0.0,0.00,376.2,0,51,2.2,5.4,1000.7,740,354,12.0,07/30/2017 3:00 PM,63rdStreetWeatherStation201707301500
