Station Name,Measurement Timestamp 1,Measurement Timestamp 2,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
63rd Street Weather Station,2018-09-27T00:00:00Z,10:00:00 AM,16.4,12.2,61,0.0,0.00,260.3,0,231,2.5,4.7,996.3,484,356,11.9,09/27/2018 10:00 AM,63rdStreetWeatherStation201809271000
63rd Street Weather Station,2018-09-27T00:00:00Z,11:00:00 AM,17.1,11.5,51,0.0,0.00,260.3,0,244,3.6,5.7,995.4,468,356,11.9,09/27/2018 11:00 AM,63rdStreetWeatherStation201809271100
63rd Street Weather Station,2018-09-27T00:00:00Z,01:00:00 PM,18.2,12.4,51,0.0,0.00,260.3,0,248,3.1,5.3,994.8,377,355,11.9,09/27/2018 1:00 PM,63rdStreetWeatherStation201809271300
63rd Street Weather Station,2018-09-27T00:00:00Z,03:00:00 PM,19.5,13.0,47,0.0,0.00,260.3,0,249,3.1,5.7,992.9,461,355,11.9,09/27/2018 3:00 PM,63rdStreetWeatherStation201809271500
63rd Street Weather Station,2018-09-27T00:00:00Z,04:00:00 PM,20.2,12.2,38,0.0,0.00,260.3,0,212,4.1,9.2,992.3,412,355,11.9,09/27/2018 4:00 PM,63rdStreetWeatherStation201809271600
63rd Street Weather Station,2018-09-27T00:00:00Z,05:00:00 PM,20.4,12.4,38,0.0,0.00,260.3,0,212,2.7,6.0,991.7,37,355,11.9,09/27/2018 5:00 PM,63rdStreetWeatherStation201809271700
63rd Street Weather Station,2018-09-27T00:00:00Z,06:00:00 PM,20.1,11.9,36,0.0,0.00,260.3,0,250,4.0,5.2,991.7,51,355,11.9,09/27/2018 6:00 PM,63rdStreetWeatherStation201809271800
63rd Street Weather Station,2018-09-27T00:00:00Z,08:00:00 PM,18.7,11.9,44,0.0,0.00,260.3,0,203,2.7,6.3,991.6,1,355,11.8,09/27/2018 8:00 PM,63rdStreetWeatherStation201809272000
63rd Street Weather Station,2018-09-27T00:00:00Z,11:00:00 PM,16.7,11.0,50,0.0,0.00,260.3,0,219,2.3,4.6,993.0,2,355,11.9,09/27/2018 11:00 PM,63rdStreetWeatherStation201809272300
63rd Street Weather Station,2018-09-28T00:00:00Z,12:00:00 AM,16.1,10.9,53,0.0,0.00,260.3,0,233,2.7,4.4,993.0,2,355,11.9,09/28/2018 12:00 AM,63rdStreetWeatherStation201809282400
63rd Street Weather Station,2018-09-28T00:00:00Z,01:00:00 AM,15.6,11.0,57,0.0,0.00,260.3,0,234,3.0,4.8,992.9,2,355,11.9,09/28/2018 1:00 AM,63rdStreetWeatherStation201809280100
63rd Street Weather Station,2018-09-28T00:00:00Z,03:00:00 AM,15.2,11.2,62,0.0,0.00,260.3,0,247,2.7,4.0,993.4,2,355,11.8,09/28/2018 3:00 AM,63rdStreetWeatherStation201809280300
63rd Street Weather Station,2018-09-28T00:00:00Z,04:00:00 AM,14.6,11.1,66,0.0,0.00,260.3,0,243,2.6,3.6,993.4,2,355,11.9,09/28/2018 4:00 AM,63rdStreetWeatherStation201809280400
63rd Street Weather Station,2018-09-28T00:00:00Z,05:00:00 AM,14.1,11.2,70,0.0,0.00,260.3,0,255,2.9,4.9,994.0,2,355,11.9,09/28/2018 5:00 AM,63rdStreetWeatherStation201809280500
63rd Street Weather Station,2018-09-28T00:00:00Z,06:00:00 AM,13.8,11.0,72,0.0,0.00,260.3,0,251,2.9,5.2,994.4,2,355,11.9,09/28/2018 6:00 AM,63rdStreetWeatherStation201809280600
63rd Street Weather Station,2018-09-28T00:00:00Z,07:00:00 AM,13.5,11.0,74,0.0,0.00,260.3,0,256,3.2,4.4,995.0,11,355,11.9,09/28/2018 7:00 AM,63rdStreetWeatherStation201809280700
63rd Street Weather Station,2018-09-28T00:00:00Z,08:00:00 AM,14.4,11.4,70,0.0,0.00,260.3,0,273,3.5,4.9,995.6,117,355,11.9,09/28/2018 8:00 AM,63rdStreetWeatherStation201809280800
63rd Street Weather Station,2018-09-28T00:00:00Z,09:00:00 AM,15.0,12.0,71,0.0,0.00,260.3,0,271,1.5,3.0,996.3,110,356,11.9,09/28/2018 9:00 AM,63rdStreetWeatherStation201809280900
63rd Street Weather Station,2018-09-28T00:00:00Z,10:00:00 AM,15.8,12.4,68,0.0,0.00,260.3,0,302,0.9,2.4,996.6,192,356,11.9,09/28/2018 10:00 AM,63rdStreetWeatherStation201809281000
63rd Street Weather Station,2018-09-27T00:00:00Z,09:00:00 PM,18.1,11.5,45,0.0,0.00,260.3,0,240,2.4,3.4,992.2,1,355,11.9,09/27/2018 9:00 PM,63rdStreetWeatherStation201809272100
63rd Street Weather Station,2018-09-28T00:00:00Z,11:00:00 AM,17.0,13.0,64,0.0,0.00,260.3,0,345,3.6,4.4,996.8,200,356,11.9,09/28/2018 11:00 AM,63rdStreetWeatherStation201809281100
63rd Street Weather Station,2018-09-28T00:00:00Z,12:00:00 PM,16.9,12.5,61,0.0,0.00,260.3,0,332,2.6,4.1,997.7,255,355,11.9,09/28/2018 12:00 PM,63rdStreetWeatherStation201809281200
63rd Street Weather Station,2018-09-28T00:00:00Z,01:00:00 PM,16.5,12.3,62,0.0,0.00,260.3,0,305,1.4,3.2,997.5,156,355,11.9,09/28/2018 1:00 PM,63rdStreetWeatherStation201809281300
63rd Street Weather Station,2018-09-28T00:00:00Z,02:00:00 PM,16.2,12.3,64,0.0,0.00,260.3,0,284,1.1,3.8,997.9,75,355,11.8,09/28/2018 2:00 PM,63rdStreetWeatherStation201809281400
63rd Street Weather Station,2018-09-28T00:00:00Z,03:00:00 PM,15.5,11.3,61,0.0,0.00,260.3,0,320,2.6,6.5,998.9,31,356,11.9,09/28/2018 3:00 PM,63rdStreetWeatherStation201809281500
63rd Street Weather Station,2018-09-28T00:00:00Z,04:00:00 PM,12.8,9.5,66,0.0,0.40,260.7,60,326,2.2,5.1,1000.2,26,355,11.9,09/28/2018 4:00 PM,63rdStreetWeatherStation201809281600
63rd Street Weather Station,2018-09-28T00:00:00Z,05:00:00 PM,11.3,9.4,79,0.6,1.90,262.6,60,315,2.4,5.3,1000.8,28,355,11.9,09/28/2018 5:00 PM,63rdStreetWeatherStation201809281700
63rd Street Weather Station,2018-09-28T00:00:00Z,07:00:00 PM,10.8,9.2,81,0.0,0.00,263.2,0,290,1.8,3.5,1001.0,3,355,11.8,09/28/2018 7:00 PM,63rdStreetWeatherStation201809281900
63rd Street Weather Station,2018-09-28T00:00:00Z,08:00:00 PM,10.9,9.3,82,0.0,0.00,263.2,0,272,2.0,3.8,1001.7,3,355,11.9,09/28/2018 8:00 PM,63rdStreetWeatherStation201809282000
63rd Street Weather Station,2018-09-29T00:00:00Z,01:00:00 AM,9.6,7.7,77,0.0,0.00,263.2,0,322,0.8,2.2,1003.5,3,355,11.9,09/29/2018 1:00 AM,63rdStreetWeatherStation201809290100
63rd Street Weather Station,2019-07-31T00:00:00Z,09:00:00 AM,20.6,16.6,67,0.0,0.00,406.7,0,40,3.5,6.6,999.9,443,357,11.9,07/31/2019 9:00 AM,63rdStreetWeatherStation201907310900
63rd Street Weather Station,2019-07-31T00:00:00Z,10:00:00 AM,20.4,17.1,72,0.0,0.00,406.7,0,41,3.8,8.2,1000.3,590,357,11.9,07/31/2019 10:00 AM,63rdStreetWeatherStation201907311000
63rd Street Weather Station,2019-07-31T00:00:00Z,11:00:00 AM,20.4,17.0,72,0.0,0.00,406.7,0,52,2.0,5.1,1000.8,705,356,11.9,07/31/2019 11:00 AM,63rdStreetWeatherStation201907311100
63rd Street Weather Station,2019-07-31T00:00:00Z,12:00:00 PM,20.5,15.9,62,0.0,0.00,406.7,0,49,2.8,6.4,1000.7,785,356,11.9,07/31/2019 12:00 PM,63rdStreetWeatherStation201907311200
63rd Street Weather Station,2019-07-31T00:00:00Z,01:00:00 PM,20.4,15.9,63,0.0,0.00,406.7,0,39,4.1,6.8,1000.4,809,356,11.9,07/31/2019 1:00 PM,63rdStreetWeatherStation201907311300
63rd Street Weather Station,2019-07-31T00:00:00Z,02:00:00 PM,20.7,16.9,69,0.0,0.00,406.7,0,31,4.8,6.6,1000.4,787,355,11.9,07/31/2019 2:00 PM,63rdStreetWeatherStation201907311400
63rd Street Weather Station,2018-09-28T00:00:00Z,09:00:00 PM,10.3,8.4,78,0.0,0.00,263.2,0,281,2.2,4.7,1002.1,3,355,11.8,09/28/2018 9:00 PM,63rdStreetWeatherStation201809282100
63rd Street Weather Station,2018-09-29T00:00:00Z,02:00:00 AM,9.5,7.0,70,0.0,0.00,263.2,0,294,1.2,2.5,1003.8,3,355,11.8,09/29/2018 2:00 AM,63rdStreetWeatherStation201809290200
63rd Street Weather Station,2018-09-28T00:00:00Z,10:00:00 PM,10.1,8.5,82,0.0,0.00,263.2,0,281,1.3,2.1,1002.5,3,355,11.9,09/28/2018 10:00 PM,63rdStreetWeatherStation201809282200
63rd Street Weather Station,2018-09-29T00:00:00Z,03:00:00 AM,9.0,6.7,73,0.0,0.00,263.2,0,285,1.6,3.4,1004.0,3,355,11.9,09/29/2018 3:00 AM,63rdStreetWeatherStation201809290300
63rd Street Weather Station,2020-05-31T00:00:00Z,06:00:00 AM,12.6,9.4,66,0.0,0.00,231.4,0,79,7.2,9.2,1005.3,56,351,11.9,05/31/2020 6:00 AM,63rdStreetWeatherStation202005310600
63rd Street Weather Station,2020-05-31T00:00:00Z,09:00:00 AM,12.2,8.5,61,0.0,0.00,231.4,0,81,5.3,6.5,1006.8,541,352,11.9,05/31/2020 9:00 AM,63rdStreetWeatherStation202005310900
63rd Street Weather Station,2020-05-31T00:00:00Z,11:00:00 AM,12.7,8.6,58,0.0,0.00,231.4,0,89,2.8,4.0,1006.9,783,351,11.9,05/31/2020 11:00 AM,63rdStreetWeatherStation202005311100
63rd Street Weather Station,2020-05-31T00:00:00Z,12:00:00 PM,12.5,8.8,61,0.0,0.00,231.4,0,67,2.2,5.2,1006.7,826,351,11.8,05/31/2020 12:00 PM,63rdStreetWeatherStation202005311200
63rd Street Weather Station,2020-05-31T00:00:00Z,02:00:00 PM,12.6,8.7,60,0.0,0.00,231.4,0,62,1.8,3.6,1006.1,808,350,11.8,05/31/2020 2:00 PM,63rdStreetWeatherStation202005311400
63rd Street Weather Station,2020-05-31T00:00:00Z,04:00:00 PM,13.7,9.7,60,0.0,0.00,231.4,0,87,3.2,5.1,1004.7,621,350,11.8,05/31/2020 4:00 PM,63rdStreetWeatherStation202005311600
63rd Street Weather Station,2020-05-31T00:00:00Z,07:00:00 PM,14.6,10.6,61,0.0,0.00,231.4,0,122,2.0,3.3,1003.4,155,349,11.9,05/31/2020 7:00 PM,63rdStreetWeatherStation202005311900
63rd Street Weather Station,2020-05-31T00:00:00Z,08:00:00 PM,14.6,10.7,62,0.0,0.00,231.4,0,135,1.3,2.6,1003.5,11,351,11.8,05/31/2020 8:00 PM,63rdStreetWeatherStation202005312000
63rd Street Weather Station,2020-05-31T00:00:00Z,09:00:00 PM,15.1,11.3,64,0.0,0.00,231.4,0,150,0.7,1.6,1003.2,2,350,11.8,05/31/2020 9:00 PM,63rdStreetWeatherStation202005312100
63rd Street Weather Station,2020-05-31T00:00:00Z,11:00:00 PM,15.8,11.4,59,0.0,0.00,231.4,0,164,2.0,4.1,1002.8,2,350,11.8,05/31/2020 11:00 PM,63rdStreetWeatherStation202005312300
63rd Street Weather Station,2020-06-01T00:00:00Z,12:00:00 AM,15.4,10.3,52,0.0,0.00,231.4,0,188,1.6,2.7,1003.1,2,349,11.9,06/01/2020 12:00 AM,63rdStreetWeatherStation202006012400
63rd Street Weather Station,2020-06-01T00:00:00Z,02:00:00 AM,14.3,9.3,52,0.0,0.00,231.4,0,190,2.3,3.9,1003.4,2,351,11.9,06/01/2020 2:00 AM,63rdStreetWeatherStation202006010200
63rd Street Weather Station,2020-06-01T00:00:00Z,03:00:00 AM,14.3,9.2,51,0.0,0.00,231.4,0,190,1.9,2.5,1003.2,2,351,11.8,06/01/2020 3:00 AM,63rdStreetWeatherStation202006010300
63rd Street Weather Station,2020-06-01T00:00:00Z,04:00:00 AM,13.5,8.7,53,0.0,0.00,231.4,0,209,1.4,2.4,1003.0,2,350,11.8,06/01/2020 4:00 AM,63rdStreetWeatherStation202006010400
63rd Street Weather Station,2018-09-28T00:00:00Z,11:00:00 PM,9.7,8.4,85,0.0,0.00,263.2,0,294,1.2,2.6,1003.0,3,355,11.9,09/28/2018 11:00 PM,63rdStreetWeatherStation201809282300
63rd Street Weather Station,2018-09-29T00:00:00Z,04:00:00 AM,8.8,6.6,74,0.0,0.00,263.2,0,294,1.5,3.0,1004.2,3,355,11.8,09/29/2018 4:00 AM,63rdStreetWeatherStation201809290400
63rd Street Weather Station,2018-09-29T00:00:00Z,05:00:00 AM,8.2,6.3,76,0.0,0.00,263.2,0,288,1.3,3.5,1004.7,3,355,11.9,09/29/2018 5:00 AM,63rdStreetWeatherStation201809290500
63rd Street Weather Station,2018-09-29T00:00:00Z,06:00:00 AM,8.0,6.1,76,0.0,0.00,263.2,0,284,1.2,3.1,1005.2,3,355,11.9,09/29/2018 6:00 AM,63rdStreetWeatherStation201809290600
63rd Street Weather Station,2019-07-31T00:00:00Z,03:00:00 PM,20.7,17.6,74,0.0,0.00,406.7,0,21,5.0,8.0,1000.5,722,355,11.9,07/31/2019 3:00 PM,63rdStreetWeatherStation201907311500
63rd Street Weather Station,2019-07-31T00:00:00Z,04:00:00 PM,20.8,17.6,74,0.0,0.00,406.7,0,29,5.3,7.4,1000.2,614,355,12.0,07/31/2019 4:00 PM,63rdStreetWeatherStation201907311600
63rd Street Weather Station,2019-07-31T00:00:00Z,05:00:00 PM,20.7,17.5,74,0.0,0.00,406.7,0,41,4.6,8.1,999.3,481,355,11.9,07/31/2019 5:00 PM,63rdStreetWeatherStation201907311700
63rd Street Weather Station,2019-07-31T00:00:00Z,07:00:00 PM,20.9,16.9,67,0.0,0.00,406.7,0,34,3.7,6.7,999.2,147,355,11.9,07/31/2019 7:00 PM,63rdStreetWeatherStation201907311900
63rd Street Weather Station,2019-07-31T00:00:00Z,08:00:00 PM,21.0,15.9,59,0.0,0.00,406.7,0,22,3.3,5.3,998.7,12,355,11.9,07/31/2019 8:00 PM,63rdStreetWeatherStation201907312000
63rd Street Weather Station,2019-07-31T00:00:00Z,09:00:00 PM,21.2,16.0,58,0.0,0.00,406.7,0,24,3.7,6.3,999.4,1,356,11.8,07/31/2019 9:00 PM,63rdStreetWeatherStation201907312100
63rd Street Weather Station,2019-07-31T00:00:00Z,11:00:00 PM,21.2,15.8,57,0.0,0.00,406.7,0,47,1.8,3.4,999.8,1,356,11.9,07/31/2019 11:00 PM,63rdStreetWeatherStation201907312300
63rd Street Weather Station,2019-08-01T00:00:00Z,12:00:00 AM,21.0,16.6,64,0.0,0.00,406.7,0,64,2.4,4.6,999.5,1,356,11.8,08/01/2019 12:00 AM,63rdStreetWeatherStation201908012400
63rd Street Weather Station,2019-08-01T00:00:00Z,01:00:00 AM,21.0,16.7,65,0.0,0.00,406.7,0,64,2.4,4.0,999.6,1,356,11.9,08/01/2019 1:00 AM,63rdStreetWeatherStation201908010100
63rd Street Weather Station,2019-08-01T00:00:00Z,02:00:00 AM,20.8,17.4,71,0.0,0.00,406.7,0,60,1.8,3.4,999.5,1,356,12.0,08/01/2019 2:00 AM,63rdStreetWeatherStation201908010200
63rd Street Weather Station,2019-08-01T00:00:00Z,03:00:00 AM,20.9,17.4,71,0.0,0.00,406.7,0,64,1.7,3.4,999.7,1,356,11.9,08/01/2019 3:00 AM,63rdStreetWeatherStation201908010300
63rd Street Weather Station,2018-09-29T00:00:00Z,07:00:00 AM,7.9,6.1,77,0.0,0.00,263.2,0,271,1.5,2.9,1005.7,14,355,11.9,09/29/2018 7:00 AM,63rdStreetWeatherStation201809290700
63rd Street Weather Station,2018-09-29T00:00:00Z,08:00:00 AM,8.9,6.9,75,0.0,0.00,263.2,0,264,1.4,1.9,1005.6,44,355,11.9,09/29/2018 8:00 AM,63rdStreetWeatherStation201809290800
63rd Street Weather Station,2018-09-29T00:00:00Z,09:00:00 AM,12.4,9.3,68,0.0,0.00,263.2,0,336,1.1,2.1,1005.9,309,356,11.8,09/29/2018 9:00 AM,63rdStreetWeatherStation201809290900
63rd Street Weather Station,2018-09-29T00:00:00Z,10:00:00 AM,13.3,8.9,55,0.0,0.00,263.2,0,38,2.4,3.2,1006.1,457,356,11.9,09/29/2018 10:00 AM,63rdStreetWeatherStation201809291000
63rd Street Weather Station,2018-09-29T00:00:00Z,11:00:00 AM,13.8,8.9,52,0.0,0.00,263.2,0,58,1.9,3.5,1005.7,566,356,11.9,09/29/2018 11:00 AM,63rdStreetWeatherStation201809291100
63rd Street Weather Station,2018-09-29T00:00:00Z,12:00:00 PM,14.3,8.6,45,0.0,0.00,263.2,0,73,3.1,4.8,1005.7,921,355,11.9,09/29/2018 12:00 PM,63rdStreetWeatherStation201809291200
63rd Street Weather Station,2018-09-29T00:00:00Z,01:00:00 PM,14.1,8.7,48,0.0,0.00,263.2,0,49,1.4,2.4,1005.3,417,355,11.8,09/29/2018 1:00 PM,63rdStreetWeatherStation201809291300
63rd Street Weather Station,2018-09-29T00:00:00Z,02:00:00 PM,14.1,8.7,48,0.0,0.00,263.2,0,67,2.9,5.4,1004.4,135,356,11.9,09/29/2018 2:00 PM,63rdStreetWeatherStation201809291400
63rd Street Weather Station,2018-09-29T00:00:00Z,03:00:00 PM,14.1,8.3,44,0.0,0.00,263.2,0,78,2.1,3.3,1004.1,145,355,11.9,09/29/2018 3:00 PM,63rdStreetWeatherStation201809291500
63rd Street Weather Station,2018-09-29T00:00:00Z,04:00:00 PM,14.1,8.8,49,0.0,0.00,263.2,0,92,1.7,3.3,1004.1,68,355,11.9,09/29/2018 4:00 PM,63rdStreetWeatherStation201809291600
63rd Street Weather Station,2018-09-29T00:00:00Z,05:00:00 PM,14.2,9.1,50,0.0,0.00,263.2,0,74,2.8,4.3,1003.5,33,356,11.9,09/29/2018 5:00 PM,63rdStreetWeatherStation201809291700
63rd Street Weather Station,2018-09-29T00:00:00Z,06:00:00 PM,14.4,9.2,50,0.0,0.00,263.2,0,86,3.1,4.2,1003.1,6,355,11.9,09/29/2018 6:00 PM,63rdStreetWeatherStation201809291800
63rd Street Weather Station,2018-09-29T00:00:00Z,07:00:00 PM,14.6,9.9,55,0.0,0.00,263.2,0,97,2.8,4.9,1002.7,2,356,11.9,09/29/2018 7:00 PM,63rdStreetWeatherStation201809291900
63rd Street Weather Station,2019-07-31T00:00:00Z,06:00:00 PM,20.8,16.9,68,0.0,0.00,406.7,0,41,4.2,7.6,999.2,309,354,12.0,07/31/2019 6:00 PM,63rdStreetWeatherStation201907311800
63rd Street Weather Station,2019-07-31T00:00:00Z,10:00:00 PM,21.6,14.8,48,0.0,0.00,406.7,0,31,4.6,6.2,999.6,1,356,11.8,07/31/2019 10:00 PM,63rdStreetWeatherStation201907312200
63rd Street Weather Station,2019-08-01T00:00:00Z,04:00:00 AM,21.2,17.7,71,0.0,0.00,406.7,0,67,2.8,4.6,999.2,1,356,11.9,08/01/2019 4:00 AM,63rdStreetWeatherStation201908010400
63rd Street Weather Station,2018-09-29T00:00:00Z,08:00:00 PM,14.7,10.0,52,0.0,0.00,263.2,0,66,3.1,5.1,1003.4,2,356,11.9,09/29/2018 8:00 PM,63rdStreetWeatherStation201809292000
63rd Street Weather Station,2019-08-01T00:00:00Z,05:00:00 AM,21.2,18.4,77,0.0,0.00,406.7,0,65,2.4,4.0,999.5,1,356,11.9,08/01/2019 5:00 AM,63rdStreetWeatherStation201908010500
63rd Street Weather Station,2019-08-01T00:00:00Z,06:00:00 AM,20.9,18.7,81,0.0,0.00,406.7,0,67,2.3,3.7,1000.1,12,356,11.8,08/01/2019 6:00 AM,63rdStreetWeatherStation201908010600
63rd Street Weather Station,2019-08-01T00:00:00Z,07:00:00 AM,21.5,19.1,81,0.0,0.00,406.7,0,55,1.3,3.5,1000.2,120,356,11.8,08/01/2019 7:00 AM,63rdStreetWeatherStation201908010700
63rd Street Weather Station,2019-08-01T00:00:00Z,08:00:00 AM,21.6,19.1,79,0.0,0.00,406.7,0,45,1.3,3.2,1000.5,272,357,11.9,08/01/2019 8:00 AM,63rdStreetWeatherStation201908010800
63rd Street Weather Station,2019-08-01T00:00:00Z,09:00:00 AM,21.8,19.1,78,0.0,0.00,406.7,0,32,2.9,4.9,1001.0,424,357,12.0,08/01/2019 9:00 AM,63rdStreetWeatherStation201908010900
63rd Street Weather Station,2019-08-01T00:00:00Z,10:00:00 AM,21.8,19.6,82,0.0,0.00,406.7,0,29,4.1,5.4,1001.0,570,357,11.9,08/01/2019 10:00 AM,63rdStreetWeatherStation201908011000
63rd Street Weather Station,2019-08-01T00:00:00Z,11:00:00 AM,21.9,19.4,79,0.0,0.00,406.7,0,31,3.7,5.9,1000.9,688,356,11.9,08/01/2019 11:00 AM,63rdStreetWeatherStation201908011100
63rd Street Weather Station,2019-08-01T00:00:00Z,12:00:00 PM,21.8,19.7,82,0.0,0.00,406.7,0,29,5.1,6.5,1000.8,761,356,11.9,08/01/2019 12:00 PM,63rdStreetWeatherStation201908011200
63rd Street Weather Station,2019-08-01T00:00:00Z,01:00:00 PM,22.0,19.4,79,0.0,0.00,406.7,0,41,2.4,6.3,1000.9,788,355,12.0,08/01/2019 1:00 PM,63rdStreetWeatherStation201908011300
63rd Street Weather Station,2019-08-01T00:00:00Z,02:00:00 PM,22.2,19.6,78,0.0,0.00,406.7,0,31,4.7,6.1,1000.8,765,355,11.9,08/01/2019 2:00 PM,63rdStreetWeatherStation201908011400
63rd Street Weather Station,2019-08-01T00:00:00Z,03:00:00 PM,22.4,19.7,78,0.0,0.00,406.7,0,48,1.6,3.7,1000.1,704,355,12.0,08/01/2019 3:00 PM,63rdStreetWeatherStation201908011500
63rd Street Weather Station,2019-08-01T00:00:00Z,04:00:00 PM,22.4,19.7,78,0.0,0.00,406.7,0,35,4.3,6.3,999.7,596,355,11.9,08/01/2019 4:00 PM,63rdStreetWeatherStation201908011600
63rd Street Weather Station,2018-09-29T00:00:00Z,09:00:00 PM,14.2,10.2,59,0.0,0.50,263.7,0,76,6.2,8.1,1002.4,2,355,11.8,09/29/2018 9:00 PM,63rdStreetWeatherStation201809292100
63rd Street Weather Station,2020-05-31T00:00:00Z,07:00:00 AM,12.6,9.2,64,0.0,0.00,231.4,0,81,5.7,6.6,1006.2,210,352,11.8,05/31/2020 7:00 AM,63rdStreetWeatherStation202005310700
63rd Street Weather Station,2020-05-31T00:00:00Z,01:00:00 PM,12.6,8.8,61,0.0,0.00,231.4,0,66,2.8,4.4,1006.2,836,350,11.8,05/31/2020 1:00 PM,63rdStreetWeatherStation202005311300
63rd Street Weather Station,2020-05-31T00:00:00Z,03:00:00 PM,12.6,8.8,61,0.0,0.00,231.4,0,72,4.0,5.2,1005.2,741,350,11.8,05/31/2020 3:00 PM,63rdStreetWeatherStation202005311500
63rd Street Weather Station,2020-05-31T00:00:00Z,10:00:00 PM,15.6,11.8,64,0.0,0.00,231.4,0,164,1.7,3.7,1003.3,2,350,11.8,05/31/2020 10:00 PM,63rdStreetWeatherStation202005312200
63rd Street Weather Station,2020-06-01T00:00:00Z,01:00:00 AM,15.5,10.0,50,0.0,0.00,231.4,0,174,2.4,3.7,1002.9,2,351,11.9,06/01/2020 1:00 AM,63rdStreetWeatherStation202006010100
63rd Street Weather Station,2020-06-01T00:00:00Z,05:00:00 AM,13.8,9.0,53,0.0,0.00,231.4,0,198,1.9,3.4,1002.7,3,351,11.8,06/01/2020 5:00 AM,63rdStreetWeatherStation202006010500
63rd Street Weather Station,2020-06-01T00:00:00Z,06:00:00 AM,14.6,9.3,50,0.0,0.00,231.4,0,218,1.9,3.5,1002.7,51,351,11.8,06/01/2020 6:00 AM,63rdStreetWeatherStation202006010600
63rd Street Weather Station,2020-10-13T00:00:00Z,09:00:00 PM,16.9,10.0,41,0.0,0.00,21.9,0,307,1.6,3.5,993.7,1,351,11.8,10/13/2020 9:00 PM,63rdStreetWeatherStation202010132100
63rd Street Weather Station,2020-10-14T00:00:00Z,03:00:00 AM,12.7,7.5,48,0.0,0.00,21.9,0,340,1.8,3.7,994.8,2,351,11.7,10/14/2020 3:00 AM,63rdStreetWeatherStation202010140300
63rd Street Weather Station,2020-10-14T00:00:00Z,04:00:00 AM,11.0,7.1,58,0.0,0.00,21.9,0,240,2.1,2.5,994.9,3,351,11.8,10/14/2020 4:00 AM,63rdStreetWeatherStation202010140400
63rd Street Weather Station,2021-06-12T00:00:00Z,10:00:00 PM,23.5,22.6,92,0.0,0.00,15.3,0,20,2.1,3.6,990.9,0,351,11.9,06/12/2021 10:00 PM,63rdStreetWeatherStation202106122200
63rd Street Weather Station,2021-06-13T00:00:00Z,12:00:00 AM,23.0,22.3,94,0.0,0.00,15.3,0,353,1.8,3.5,991.7,0,351,11.9,06/13/2021 12:00 AM,63rdStreetWeatherStation202106132400
63rd Street Weather Station,2021-06-13T00:00:00Z,01:00:00 AM,22.9,21.6,89,0.0,0.00,15.3,0,14,3.8,5.5,991.7,0,351,11.8,06/13/2021 1:00 AM,63rdStreetWeatherStation202106130100
63rd Street Weather Station,2018-09-29T00:00:00Z,10:00:00 PM,14.2,10.7,65,0.0,1.50,265.2,0,83,5.9,8.1,1002.3,3,355,11.9,09/29/2018 10:00 PM,63rdStreetWeatherStation201809292200
63rd Street Weather Station,2018-09-30T00:00:00Z,12:00:00 AM,14.5,11.6,71,0.0,0.00,265.3,0,101,4.7,8.2,1001.9,2,355,11.9,09/30/2018 12:00 AM,63rdStreetWeatherStation201809302400
63rd Street Weather Station,2018-09-30T00:00:00Z,04:00:00 AM,13.5,11.0,74,0.0,0.10,265.4,0,102,3.5,5.5,1001.1,2,355,11.9,09/30/2018 4:00 AM,63rdStreetWeatherStation201809300400
63rd Street Weather Station,2018-09-30T00:00:00Z,05:00:00 AM,13.6,11.5,78,0.0,0.00,265.4,0,84,4.8,6.8,1000.8,2,355,11.9,09/30/2018 5:00 AM,63rdStreetWeatherStation201809300500
63rd Street Weather Station,2018-09-30T00:00:00Z,06:00:00 AM,14.1,12.2,80,0.0,0.00,265.4,0,110,2.4,4.0,1000.6,2,355,11.9,09/30/2018 6:00 AM,63rdStreetWeatherStation201809300600
63rd Street Weather Station,2018-09-29T00:00:00Z,11:00:00 PM,14.7,11.9,73,0.0,0.00,265.2,0,90,4.5,8.5,1001.8,2,355,11.9,09/29/2018 11:00 PM,63rdStreetWeatherStation201809292300
63rd Street Weather Station,2018-09-30T00:00:00Z,07:00:00 AM,14.5,11.9,74,0.0,0.00,265.4,0,138,0.7,1.5,1000.2,7,355,11.8,09/30/2018 7:00 AM,63rdStreetWeatherStation201809300700
63rd Street Weather Station,2019-08-01T00:00:00Z,05:00:00 PM,22.4,19.4,76,0.0,0.00,406.7,0,32,5.3,7.1,999.5,453,355,11.9,08/01/2019 5:00 PM,63rdStreetWeatherStation201908011700
63rd Street Weather Station,2019-08-01T00:00:00Z,06:00:00 PM,22.8,19.6,74,0.0,0.00,406.7,0,22,3.8,6.7,999.2,293,354,11.9,08/01/2019 6:00 PM,63rdStreetWeatherStation201908011800
63rd Street Weather Station,2019-08-01T00:00:00Z,07:00:00 PM,22.6,19.5,76,0.0,0.00,406.7,0,25,4.4,6.1,999.0,136,355,11.9,08/01/2019 7:00 PM,63rdStreetWeatherStation201908011900
